Address,Baths Full,Baths Half,Beds Total,Sq Ft Total,Postal City,County,DOM,Expiration Date,# of Fireplaces,,HOA Amenities,HOA Exist YN,HOA Fee,Garage Spaces,HOA Phone,No Of Floors,List Price,Listing Date,Acres,Lot Size,Room Count,MLS Number,Original List Date,Original List Price,Parcel Number,Property Type,Longitude,Latitude,State,Status,Status Change Timestamp,Style,View,Year Built,Zip Code,Unit Number,Owner Name,Buyer's Financing,Property Tax,No Of Stories
1818 Broadway Street,1,0,1,625,San Francisco,San Francisco,29,12/31/2026 12:00:00 AM,0,,Roof Deck,TRUE,733,0,(415) 431-7655,,779000,07/21/2026 12:00:00 AM,0.178,7740,0,SF426148470,07/21/2026 12:00:00 AM,779000,0568-031,Residential,-122.427658,37.795434,California,Active,07/21/2026 12:00:00 AM,,,1969,94109,201,,,,0
161 Capp Street,1,0,2,850,San Francisco,San Francisco,33,12/31/2026 12:00:00 AM,0,,,TRUE,475,0,,,779000,07/17/2026 12:00:00 AM,0.065,2832,0,SF426140169,07/17/2026 12:00:00 AM,779000,3570-139,Residential,-122.418508,37.764135,California,Active,07/17/2026 12:00:00 AM,,,1907,94110,,,,,0
301 Mission Street,1,0,1,833,San Francisco,San Francisco,,07/29/2027 12:00:00 AM,0,,,TRUE,2000,0,,,775000,10/01/2026 12:00:00 AM,1.163,50667,0,SF426151233,10/01/2026 12:00:00 AM,775000,3719-137,Residential,-122.396153,37.790382,California,Active,10/01/2026 12:00:00 AM,Luxury,,2009,94105,17C,,,,0
555 4th Street,1,0,1,752,San Francisco,San Francisco,84,10/31/2026 12:00:00 AM,0,,,TRUE,775,0,(415) 777-6600,,775000,05/27/2026 12:00:00 AM,1.452,63237,0,SF426133501,05/27/2026 12:00:00 AM,775000,3776-328,Residential,-122.396728,37.779448,California,Active,05/27/2026 12:00:00 AM,"Contemporary, Luxury",City,2006,94107,707,,,,9
281 Clara Street,1,1,1,992,San Francisco,San Francisco,84,10/25/2026 12:00:00 AM,1,,"Roof Deck, Security Gate(s)",TRUE,725,1,(650) 303-0356,,770000,05/27/2026 12:00:00 AM,0.1,4344,0,SF426125339,05/27/2026 12:00:00 AM,785000,3753-163,Residential,-122.403997,37.778006,California,Active,05/27/2026 12:00:00 AM,,City,1996,94114,6,,,,0
8 Buchanan Street,1,0,1,836,San Francisco,San Francisco,20,12/31/2026 12:00:00 AM,0,,,TRUE,800,0,,,760000,07/30/2026 12:00:00 AM,0.485,21140,0,SF426147841,07/30/2026 12:00:00 AM,760000,0872-040,Residential,-122.426452,37.769987,California,Active,07/30/2026 12:00:00 AM,,,2014,94102,211,,,,0
260 King Street,1,0,1,827,San Francisco,San Francisco,40,10/15/2026 12:00:00 AM,,,,TRUE,1033,0,,,759000,07/10/2026 12:00:00 AM,,,0,ML82053823,07/10/2026 9:53:26 AM,759000,8702-471,Residential,-122.393468,37.777352,California,Active,07/10/2026 9:53:26 AM,,,2004,94107,555,Rita Wong,,,
301 Bryant Street,1,0,1,795,San Francisco,San Francisco,16,12/31/2026 12:00:00 AM,0,,,TRUE,1048,0,(415) 250-6904,,750000,08/03/2026 12:00:00 AM,0.018,795,0,SF426151531,08/03/2026 12:00:00 AM,750000,3774-150,Residential,-122.391462,37.784528,California,Active,08/03/2026 12:00:00 AM,,,1991,94107,D11,,,,0
5900 3Rd St ,2,0,2,1016,San Francisco,San Francisco,117,,0,,Garden/ Greenbelt/ Trails,TRUE,600,1,(800) 428-5588,,750000,04/24/2026 12:00:00 AM,0,0,0,CC41132249,,780000,5431-B132,Residential,-122.395365,37.724749,California,Active,07/02/2026 12:00:00 AM,Contemporary,City Lights,2010,94124,2414,,,,
5301 Mission Street,2,0,3,999,San Francisco,San Francisco,33,11/08/2026 12:00:00 AM,,,,TRUE,488,1,(415) 240-4140,,749999,07/17/2026 12:00:00 AM,,,0,ML82054690,07/17/2026 5:30:53 PM,749999,6461-037,Residential,-122.442619,37.714372,California,Active,07/17/2026 5:30:53 PM,,,2001,94112,1,Lee David C,,,
1678 Wallace Avenue,2,0,3,1911,San Francisco,San Francisco,126,12/31/2026 12:00:00 AM,0,,Barbecue Area,TRUE,550,1,,,749888,04/15/2026 12:00:00 AM,0.057,2500,0,SF426121923,04/15/2026 12:00:00 AM,786000,5387-025,Residential,-122.39232,37.728465,California,Active,04/15/2026 12:00:00 AM,Contemporary,"Panoramic, San Francisco, City Lights",1997,94124,,,,,0
51 Innes Court,2,0,2,1119,San Francisco,San Francisco,13,12/19/2026 12:00:00 AM,0,,Barbecue Area,TRUE,750,0,(415) 401-2085,,749800,08/06/2026 12:00:00 AM,0.454,19791,0,SF426149873,08/06/2026 12:00:00 AM,749800,4591-C381,Residential,-122.367734,37.727056,California,Active,08/06/2026 12:00:00 AM,Contemporary,"Bay, Mountains",2017,94124,401,,,,4
5800 3rd Street,2,0,2,1051,San Francisco,San Francisco,13,12/31/2026 12:00:00 AM,0,,,TRUE,625,1,(800) 428-5588,,749000,08/06/2026 12:00:00 AM,2.952,128582,0,SF426152314,08/06/2026 12:00:00 AM,749000,5431-B047,Residential,-122.394737,37.725425,California,Active,08/06/2026 12:00:00 AM,Modern/High Tech,Garden/Greenbelt,2010,94124,1310,,,,0
1 Bristol Court,1,0,1,930,San Francisco,San Francisco,12,10/31/2026 12:00:00 AM,0,,"Park, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park, , Trail(s)",TRUE,1805,0,,,749000,08/07/2026 12:00:00 AM,,0,0,SF426152385,08/07/2026 12:00:00 AM,749000,8954-084,Residential,-122.365043,37.811167,California,Active,08/07/2026 12:00:00 AM,"Contemporary, Modern/High Tech","Park, Garden/Greenbelt",0,94130,205,,,,1
1372 Natoma Street,1,0,2,867,San Francisco,San Francisco,44,09/19/2026 12:00:00 AM,,,,TRUE,350,0,,,749000,07/06/2026 12:00:00 AM,0.046,2000,0,ML82053252,07/06/2026 6:27:11 PM,749000,3548-071,Residential,-122.418628,37.767265,California,Active,07/06/2026 6:27:11 PM,,,1906,94103,,,,,
301 Mission Street,1,0,1,833,San Francisco,San Francisco,49,12/31/2026 12:00:00 AM,,,,TRUE,2115,0,,,748888,07/01/2026 12:00:00 AM,1.163,50667,0,ML82052804,07/01/2026 2:44:16 PM,748888,3719-041,Residential,-122.395922,37.790545,California,Active,07/01/2026 2:44:16 PM,Modern/High Tech,City Lights,2009,94105,5C,,,,1
655 Corbett Avenue,1,0,1,656,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,,TRUE,619,0,,,748000,09/11/2026 12:00:00 AM,0.393,17101,0,SF426155162,09/11/2026 12:00:00 AM,748000,2717-071,Residential,-122.443139,37.75651,California,Active,09/11/2026 12:00:00 AM,Other,,1964,94114,203,,,,0
960 Market Street,1,0,1,697,San Francisco,San Francisco,103,05/20/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park,",TRUE,857,0,,,735000,05/08/2026 12:00:00 AM,,0,0,SF426129274,05/08/2026 12:00:00 AM,735000,AB03-42,Residential,-122.410004,37.783111,California,Active,05/08/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, City Lights",0,94102,712,,,,12
988 Harrison Street,1,0,1,0,San Francisco,San Francisco,7,08/12/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,655,0,,,729000,08/12/2026 12:00:00 AM,,0,0,SF426154470,08/12/2026 12:00:00 AM,729000,3753-148,Residential,-122.404119,37.777586,California,Active,08/12/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, San Francisco, Downtown",2025,94107,WC7,,,,0
960 Market Street,1,0,1,651,San Francisco,San Francisco,44,07/07/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park",TRUE,857,0,,,729000,07/06/2026 12:00:00 AM,,0,0,SF426144530,07/06/2026 12:00:00 AM,729000,AB03-42D,Residential,-122.410004,37.783111,California,Active,07/06/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, City Lights",0,94102,807,,,,12
946 Stockton Street,2,0,2,769,San Francisco,San Francisco,41,12/20/2026 12:00:00 AM,0,,,TRUE,1032,0,,,725000,07/09/2026 12:00:00 AM,0.231,10061,0,SF426144865,07/09/2026 12:00:00 AM,725000,0210-A047,Residential,-122.407864,37.794835,California,Active,07/09/2026 12:00:00 AM,,,1970,94108,9E,,,,0
370 Bartlett Avenue,1,0,1,845,San Francisco,San Francisco,214,07/27/2027 12:00:00 AM,,,,TRUE,100,1,,,725000,02/01/2026 12:00:00 AM,,,0,ML82033368,11/13/2025 5:07:03 PM,849000,6515-009,Residential,-122.419761,37.751132,California,Active,07/30/2026 12:00:00 AM,,,1960,94110,2,Omar Chavez,,,
960 Market Street,1,0,1,667,San Francisco,San Francisco,58,06/16/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park",TRUE,857,0,,,713000,06/22/2026 12:00:00 AM,,0,0,SF426141407,06/22/2026 12:00:00 AM,710000,AB03-42D,Residential,-122.410004,37.783111,California,Active,06/22/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, City Lights",0,94102,605,,,,12
1 Crescent Way,2,0,2,984,San Francisco,San Francisco,57,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Security Gate(s)",TRUE,861,0,(415) 431-7655,,710000,06/23/2026 12:00:00 AM,0.967,42105,0,SF426141604,06/23/2026 12:00:00 AM,820000,4991-324,Residential,-122.390218,37.710856,California,Active,06/23/2026 12:00:00 AM,,Bay,2001,94134,1311,,,,0
1288 Howard St ,1,0,1,617,San Francisco,San Francisco,3,,0,,"Gym/ Exercise Facility, Roof Deck",TRUE,550,1,(800) 400-2284,,705000,08/17/2026 12:00:00 AM,0.875,38097,0,EB41145332,,705000,3728-250,Residential,-122.413199,37.775823,California,Active,08/17/2026 12:00:00 AM,,,2022,94103,322,,,,
8300 Oceanview Terrace,2,0,2,961,San Francisco,San Francisco,16,02/03/2027 12:00:00 AM,0,,,TRUE,1012,0,,,700000,08/03/2026 12:00:00 AM,7.475,325629,0,SF426151747,08/03/2026 12:00:00 AM,700000,7126-A171,Residential,-122.467958,37.710073,California,Active,08/03/2026 12:00:00 AM,Modern/High Tech,,2002,94132,307,,,,0
140 Van Ness Avenue,1,1,1,830,San Francisco,San Francisco,,12/15/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area",TRUE,748,1,(415) 237-8005,,700000,09/23/2026 12:00:00 AM,,0,0,SF426150591,09/23/2026 12:00:00 AM,700000,3514-161,Residential,-122.418559,37.771627,California,Active,09/23/2026 12:00:00 AM,Contemporary,"City, San Francisco, City Lights, Garden/Greenbelt",2002,94103,724,,,,2
1016 Noe Street,1,0,1,785,San Francisco,San Francisco,125,12/04/2026 12:00:00 AM,0,,,FALSE,,0,,,700000,04/16/2026 12:00:00 AM,0.057,2483,0,SF426121988,04/16/2026 12:00:00 AM,623000,3655-049,Residential,-122.432299,37.752607,California,Active,04/16/2026 12:00:00 AM,,,1900,94114,B,,,,0
50 Jerrold Avenue,2,0,3,1251,San Francisco,San Francisco,7,04/12/2027 12:00:00 AM,0,,Barbecue Area,TRUE,709,0,,,699998,08/12/2026 12:00:00 AM,,0,0,SF426153974,08/12/2026 12:00:00 AM,699998,4591-C525,Residential,-122.369524,37.72776,California,Active,08/12/2026 12:00:00 AM,,,2016,94124,215,,,,0
2211 California Street,1,0,1,650,San Francisco,San Francisco,5,08/14/2027 12:00:00 AM,0,,,TRUE,746,0,,,699000,08/14/2026 12:00:00 AM,0.159,6915,0,SF426153744,08/14/2026 12:00:00 AM,699000,0652-047,Residential,-122.431007,37.788991,California,Active,08/14/2026 12:00:00 AM,Luxury,,1911,94115,206,,,,0
51 Innes Ct ,2,0,2,1190,San Francisco,San Francisco,6,,0,,"Garden/ Greenbelt/ Trails, Playground",TRUE,750,1,(415) 401-2085,,699000,08/13/2026 12:00:00 AM,0,0,0,EB41144930,,699000,4591-C360,Residential,-122.367734,37.727056,California,Active,08/13/2026 12:00:00 AM,Contemporary,,2017,94124,204,,,,1
5810 Mission Street,2,0,2,1022,San Francisco,San Francisco,,02/28/2027 12:00:00 AM,0,,,TRUE,744,0,(415) 428-5588,,699000,08/24/2026 12:00:00 AM,0.465,20261,0,SF426151699,08/24/2026 12:00:00 AM,699000,7143-044,Residential,-122.451519,37.709513,California,Active,08/24/2026 12:00:00 AM,,,1998,94112,207,,,,0
50 Lansing Street,1,1,1,684,San Francisco,San Francisco,3,03/31/2027 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Roof Deck",TRUE,919,1,(415) 979-0551,,699000,08/16/2026 12:00:00 AM,0.461,20082,0,SF426149401,08/16/2026 12:00:00 AM,699000,3749-234,Residential,-122.394326,37.786146,California,Active,08/16/2026 12:00:00 AM,,City Lights,2006,94105,411,,,,0
300 3rd Street,1,0,1,807,San Francisco,San Francisco,62,12/18/2026 12:00:00 AM,0,,,TRUE,909,0,,,699000,06/18/2026 12:00:00 AM,1.124,48941,0,SF426139461,06/18/2026 12:00:00 AM,699000,3751-326,Residential,-122.39903,37.783208,California,Active,06/18/2026 12:00:00 AM,Contemporary,"Hills, City Lights",1990,94107,915,,,,0
855 Folsom Street,1,1,1,787,San Francisco,San Francisco,285,12/31/2026 12:00:00 AM,0,,,TRUE,905,1,(415) 341-8729,,699000,10/31/2025 12:00:00 AM,,0,0,SF425077920,10/31/2025 12:00:00 AM,777000,2537-5225801,Residential,-122.402093,37.781015,California,Active,10/31/2025 12:00:00 AM,Flat/Low Pitch,,2001,94107,335,,,,0
964 Potrero Avenue,1,0,1,0,San Francisco,San Francisco,13,10/15/2026 12:00:00 AM,0,,,TRUE,175,1,,,698000,08/06/2026 12:00:00 AM,0.057,2500,0,SF426152179,08/06/2026 12:00:00 AM,698000,4142-045,Residential,-122.406988,37.756779,California,Active,08/06/2026 12:00:00 AM,,,1906,94110,,,,,0
5800 3rd Street,2,0,2,1080,San Francisco,San Francisco,40,07/07/2027 12:00:00 AM,0,,"Club House, Barbecue Area, Dog Park",TRUE,622,0,,,698000,07/10/2026 12:00:00 AM,2.952,128582,0,SF426144657,07/10/2026 12:00:00 AM,698000,5431-B069,Residential,-122.394737,37.725425,California,Active,07/10/2026 12:00:00 AM,"Contemporary, Modern/High Tech, Flat/Low Pitch","Bay, Hills, Mountains, City Lights",2010,94124,1412,,,,0
701 Minna Street,1,1,1,1173,San Francisco,San Francisco,6,09/11/2026 12:00:00 AM,1,,Roof Deck,TRUE,740,0,,,695000,08/13/2026 12:00:00 AM,0.222,9654,0,SF426153765,08/13/2026 12:00:00 AM,695000,3728-122,Residential,-122.412658,37.776882,California,Active,08/13/2026 12:00:00 AM,,,1999,94103,6,,,,0
10 Innes Court,2,0,2,1020,San Francisco,San Francisco,48,12/31/2026 12:00:00 AM,0,,,TRUE,737,0,,,695000,07/02/2026 12:00:00 AM,0.319,13880,0,SF426142603,07/02/2026 12:00:00 AM,695000,4591-C659,Residential,-122.367997,37.728068,California,Active,07/02/2026 12:00:00 AM,"Contemporary, Luxury",,2018,94124,304,,,,0
301 Mission Street,1,0,1,833,San Francisco,San Francisco,177,12/31/2026 12:00:00 AM,0,,,TRUE,2115,0,(415) 874-4701,,695000,02/23/2026 12:00:00 AM,1.163,50667,0,SF426103475,02/23/2026 12:00:00 AM,725000,3719-059,Residential,-122.395932,37.790488,California,Active,02/23/2026 12:00:00 AM,Luxury,,2009,94105,7C,,,,0
545 Leavenworth Street,2,0,1,888,San Francisco,San Francisco,12,12/31/2026 12:00:00 AM,1,,"Other, Security Gate(s)",TRUE,750,1,(415) 642-1121,,690000,08/07/2026 12:00:00 AM,0.086,3746,0,SF426152737,08/07/2026 12:00:00 AM,690000,0319-033,Residential,-122.414964,37.786124,California,Active,08/07/2026 12:00:00 AM,,,2001,94109,6,,,,0
400 Beale Street,1,0,1,675,San Francisco,San Francisco,41,10/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Pool, Roof Deck, Sauna/ Spa/ Hot Tub",TRUE,1221,0,,,690000,07/09/2026 12:00:00 AM,0.633,27581,0,SF426144940,07/09/2026 12:00:00 AM,690000,3766-197,Residential,-122.390997,37.787072,California,Active,07/09/2026 12:00:00 AM,"Luxury, Modern/High Tech","San Francisco, City Lights",2002,94105,1702,,,,0
1 Bristol Ct. ,1,0,0,728,San Francisco,San Francisco,103,,0,,"Garden/ Greenbelt/ Trails, Other",TRUE,1784,1,(415) 687-3205,,688888,05/08/2026 12:00:00 AM,0,0,0,BE41134069,,698888,,Residential,-122.365285,37.811408,California,Active,07/29/2026 12:00:00 AM,,,2023,94130,302,,,,
1545 Pine Street,1,0,1,0,San Francisco,San Francisco,5,12/15/2026 12:00:00 AM,0,,"Barbecue Area, Roof Deck, Security Gate(s)",TRUE,1049,0,(415) 777-5200,,688000,08/14/2026 12:00:00 AM,0.334,14553,0,SF426153947,08/14/2026 12:00:00 AM,688000,0667-103,Residential,-122.421193,37.789303,California,Active,08/14/2026 12:00:00 AM,"Contemporary, Luxury","City, City Lights",2017,94109,607,,,,0
720 York St ,1,0,1,618,San Francisco,San Francisco,77,,0,,Garden/ Greenbelt/ Trails,TRUE,616,1,(800) 400-2284,,679900,06/03/2026 12:00:00 AM,0,0,0,EB41136940,,710900,4080-038,Residential,-122.409163,37.75958,California,Active,08/13/2026 12:00:00 AM,Contemporary,"Hills, City Lights",1999,94110,212,,,,2
2811 Market St ,1,0,0,601,San Francisco,San Francisco,70,,0,,Other,TRUE,500,1,(415) 000-0000,,675000,06/10/2026 12:00:00 AM,0.01,356,0,BE41135384,,695000,2651-030,Residential,-122.439578,37.761176,California,Active,07/24/2026 12:00:00 AM,,City Lights,1922,94114,,,,,1
5810 Mission Street,2,0,2,995,San Francisco,San Francisco,207,09/30/2026 12:00:00 AM,0,,,TRUE,744,0,,,675000,01/23/2026 12:00:00 AM,0.465,20261,0,SF426097731,01/23/2026 12:00:00 AM,695000,7143-059,Residential,-122.451519,37.709513,California,Active,01/23/2026 12:00:00 AM,Traditional,,1998,95762,404,,,,0
855 La Playa Street,1,0,1,742,San Francisco,San Francisco,104,09/20/2026 12:00:00 AM,1,,"Other, Barbecue Area, Security Gate(s)",TRUE,1195,1,(415) 401-2000,,674000,05/07/2026 12:00:00 AM,0.842,36683,0,SF426106555,05/07/2026 12:00:00 AM,699000,1692-100,Residential,-122.510391,37.772189,California,Active,05/07/2026 12:00:00 AM,Contemporary,"City, Garden/Greenbelt",1982,94121,456,,,,4
1 Daniel Burnham Court,1,0,1,716,San Francisco,San Francisco,44,12/11/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Pool, Roof Deck, Sauna, , Sauna/ Spa/ Hot Tub",TRUE,1306,1,(415) 771-9910,,668000,07/06/2026 12:00:00 AM,1.06,46157,0,SF426144409,07/06/2026 12:00:00 AM,668000,0690-180,Residential,-122.421906,37.786783,California,Active,07/06/2026 12:00:00 AM,Modern/High Tech,"City, San Francisco, City Lights, Downtown",1988,94109,816,,,,16
960 Market Street,1,0,1,559,San Francisco,San Francisco,40,07/15/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park",TRUE,788,0,,,659000,07/10/2026 12:00:00 AM,,0,0,SF426145875,07/10/2026 12:00:00 AM,659000,AB03-42D,Residential,-122.410004,37.783111,California,Active,07/10/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, City Lights",0,94102,1023,,,,12
960 Market Street,1,0,1,613,San Francisco,San Francisco,70,06/09/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park",TRUE,857,0,,,659000,06/10/2026 12:00:00 AM,,0,0,SF426138369,06/10/2026 12:00:00 AM,659000,AB03-42D,Residential,-122.410004,37.783111,California,Active,06/10/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, City Lights",0,94102,601,,,,12
1145 Pine Street,1,0,1,604,San Francisco,San Francisco,27,07/23/2027 12:00:00 AM,0,,Security Gate(s),TRUE,784,0,,,650000,07/23/2026 12:00:00 AM,0.119,5170,0,SF426145667,07/23/2026 12:00:00 AM,650000,0276-139,Residential,-122.414751,37.790105,California,Active,07/23/2026 12:00:00 AM,,"San Francisco, Downtown",1912,94109,46,,,,1
821 Folsom Street,1,0,1,652,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,"Garden/ Greenbelt/ Trails, Roof Deck",TRUE,639,0,,,649000,09/30/2026 12:00:00 AM,0.663,28875,0,SF426155693,09/30/2026 12:00:00 AM,649000,3752-406,Residential,-122.4014,37.781409,California,Active,09/30/2026 12:00:00 AM,,"San Francisco, Downtown",2004,94107,201,,,,0
1441 Jones Street,1,0,1,938,San Francisco,San Francisco,223,01/08/2027 12:00:00 AM,0,,Roof Deck,TRUE,976,0,,,640000,01/08/2026 12:00:00 AM,0.159,6924,0,SF426094389,01/08/2026 12:00:00 AM,640000,0188-045,Residential,-122.415094,37.794579,California,Active,01/08/2026 12:00:00 AM,Edwardian,"Bay, Golden Gate Bridge, Bridge(s), City, Bay Bridge, San Francisco",1916,94109,301,,,,0
5320 Diamond Heights Boulevard,1,0,1,682,San Francisco,San Francisco,,06/01/2027 12:00:00 AM,1,,,TRUE,711,1,,,628888,09/01/2026 12:00:00 AM,0.944,41114,0,SF426136176,09/01/2026 12:00:00 AM,628888,7534-058,Residential,-122.437264,37.743034,California,Active,09/01/2026 12:00:00 AM,,,1975,94131,207K,,,,3
301 Mission Street,1,0,1,751,San Francisco,San Francisco,,03/31/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Playground, Pool, Roof Deck, Sauna, Sauna/ Spa/ Hot Tub",TRUE,2075,0,,,625000,08/31/2026 12:00:00 AM,1.163,50667,0,SF426151226,08/31/2026 12:00:00 AM,625000,3719-102,Residential,-122.396153,37.790382,California,Active,08/31/2026 12:00:00 AM,"Luxury, Modern/High Tech","San Francisco, Downtown",2009,94105,12D,,,,0
1 Daniel Burnham Court,1,0,1,716,San Francisco,San Francisco,30,09/30/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Pool, Roof Deck, Sauna, Sauna/ Spa/ Hot Tub",TRUE,1306,1,,,619000,07/20/2026 12:00:00 AM,1.06,46157,0,SF426147901,07/20/2026 12:00:00 AM,619000,0690-075,Residential,-122.421906,37.786783,California,Active,07/20/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, City Lights",1988,94109,315,,,,0
570 Innes Avenue,2,0,2,957,San Francisco,San Francisco,90,08/31/2026 12:00:00 AM,0,,,TRUE,691,0,(415) 401-2085,,599999,05/21/2026 12:00:00 AM,0.454,19792,0,SF426132276,05/21/2026 12:00:00 AM,668800,4591-C416,Residential,-122.36914,37.728507,California,Active,05/21/2026 12:00:00 AM,Contemporary,,2016,94124,302,,,,0
988 Harrison Street,1,0,1,0,San Francisco,San Francisco,28,07/22/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,560,0,,,599000,07/22/2026 12:00:00 AM,,0,0,SF426149000,07/22/2026 12:00:00 AM,599000,3753-148,Residential,-122.404119,37.777586,California,Active,07/22/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, San Francisco, Downtown",2025,94107,WB5,,,,0
719 Larkin Street,1,0,1,676,San Francisco,San Francisco,94,09/27/2026 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,745,0,(415) 237-8018,,599000,05/17/2026 12:00:00 AM,0.14,6108,0,SF426131240,05/17/2026 12:00:00 AM,668000,0717-039,Residential,-122.418088,37.784526,California,Active,05/17/2026 12:00:00 AM,Modern/High Tech,,2019,94109,404,,,,0
246 2nd Street,1,0,1,668,San Francisco,San Francisco,96,09/14/2026 12:00:00 AM,0,,,TRUE,641,0,(415) 777-5200,,599000,05/15/2026 12:00:00 AM,0.297,12933,0,SF426131283,05/15/2026 12:00:00 AM,549000,3735-092,Residential,-122.397457,37.785818,California,Active,05/15/2026 12:00:00 AM,Modern/High Tech,City,2000,94105,801,,,,0
140 South Van Ness Avenue,1,0,1,795,San Francisco,San Francisco,191,12/01/2026 12:00:00 AM,0,,"Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Barbecue Area",TRUE,747,0,,,595000,02/09/2026 12:00:00 AM,0.991,43147,0,SF426093689,02/09/2026 12:00:00 AM,595000,3514-062,Residential,-122.418559,37.771627,California,Active,02/09/2026 12:00:00 AM,Contemporary,,2002,94103,309,,,,0
988 Harrison Street,1,0,1,0,San Francisco,San Francisco,14,08/05/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,560,0,,,589000,08/05/2026 12:00:00 AM,,0,0,SF426152414,08/05/2026 12:00:00 AM,589000,3753-148A,Residential,-122.404119,37.777586,California,Active,08/05/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, San Francisco, Downtown",2025,94107,WA4,,,,0
161 Gilbert Street,1,0,1,760,San Francisco,San Francisco,41,02/09/2027 12:00:00 AM,,,,TRUE,952,1,(866) 473-2573,,575000,07/09/2026 12:00:00 AM,0.203,8820,0,CROC26150001,,575000,3784123,Residential,-122.401807,37.773081,California,Active,07/09/2026 12:00:00 AM,,City Lights,1995,94103,16,,,,2
52 Kirkwood Avenue,1,0,1,743,San Francisco,San Francisco,153,11/30/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Other, Barbecue Area, Recreation Room, Trail(s)",TRUE,801,0,(415) 401-2085,,574800,03/19/2026 12:00:00 AM,,0,0,SF426113170,03/19/2026 12:00:00 AM,574800,4591-C692,Residential,-122.370111,37.727124,California,Active,03/19/2026 12:00:00 AM,Contemporary,,2023,94124,219,,,,4
988 Harrison Street,1,0,1,0,San Francisco,San Francisco,42,07/08/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,552,0,,,569000,07/08/2026 12:00:00 AM,,0,0,SF426144948,07/08/2026 12:00:00 AM,569000,3753-148A,Residential,-122.404119,37.777586,California,Active,07/08/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, San Francisco, Downtown",2025,94107,CJ7,,,,0
870 Harrison Street,1,0,1,585,San Francisco,San Francisco,,06/30/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,890,0,,,560000,09/07/2026 12:00:00 AM,0.134,5843,0,SF426146830,09/07/2026 12:00:00 AM,560000,3752-597,Residential,-122.401223,37.779712,California,Active,09/07/2026 12:00:00 AM,Luxury,,2015,94107,206,,,,0
1020 Noe Street,1,0,1,640,San Francisco,San Francisco,125,12/31/2026 12:00:00 AM,0,,,FALSE,,0,,,550000,04/16/2026 12:00:00 AM,0.057,2483,0,SF426115543,04/16/2026 12:00:00 AM,540000,3655-051,Residential,-122.432299,37.752607,California,Active,04/16/2026 12:00:00 AM,,,1900,94114,,,,,0
301 Crescent Court,2,0,2,1156,San Francisco,San Francisco,481,03/17/2027 12:00:00 AM,0,,"Garden/ Greenbelt/ Trails, Gym/ Exercise Facility",TRUE,885,0,,,549999,04/25/2025 12:00:00 AM,2.627,114415,0,SF425030958,04/25/2025 12:00:00 AM,589000,4991-506,Residential,-122.388595,37.711115,California,Active,04/25/2025 12:00:00 AM,,,2007,94134,3214,,,,0
